PMX Bone Weight
-5.78576,12.61489,-0.1418499,-0.9048264,0.2502496,0.3444767,右中指１,右薬指０,右薬指１,右中指０,0.4014485,0.2969385,0.1837466,0.1178664,False,0,0,0,0,0,0,0,0,0
-5.765979,12.66822,-0.1389499,-0.8852047,0.3938433,0.2475884,右薬指０,右中指０,右中指１,右薬指１,0.3529979,0.260415,0.242759,0.143828,False,0,0,0,0,0,0,0,0,0
-5.762529,12.67604,-0.10795,-0.8289195,0.5498252,-0.1028821,右薬指０,右薬指１,右中指１,操作中心,0.6357124,0.331583,0.03270451,0,False,0,0,0,0,0,0,0,0,0
-5.78572,12.60779,-0.1263499,-0.9315225,0.2713313,-0.2421677,右薬指１,右薬指０,右中指１,操作中心,0.5762308,0.2526006,0.1711687,0,False,0,0,0,0,0,0,0,0,0
-5.795299,12.61484,-0.1564699,-0.6707826,0.2616158,0.6939796,右中指１,右中指０,右薬指０,右薬指１,0.6333132,0.2448321,0.07902018,0.04283451,False,0,0,0,0,0,0,0,0,0
-5.771709,12.68811,-0.17064,-0.754742,0.4965223,0.4287541,右中指０,右中指１,右薬指０,右薬指１,0.6254739,0.2998104,0.06226305,0.01245261,False,0,0,0,0,0,0,0,0,0
-5.807499,12.55727,-0.1538699,-0.5786154,0.05296412,0.813879,右中指１,右薬指１,右中指０,右薬指０,0.8338317,0.09285516,0.03947509,0.03383809,False,0,0,0,0,0,0,0,0,0
-5.795169,12.5571,-0.1419299,-0.8692525,0.05483309,0.4913179,右薬指１,右中指１,右薬指０,右中指０,0.4736556,0.4493894,0.0746498,0.00230517,False,0,0,0,0,0,0,0,0,0
-5.791359,12.55169,-0.12941,-0.9523221,-0.005591742,0.3050432,右薬指１,右薬指０,右中指１,操作中心,0.6411719,0.1818182,0.1770099,0,False,0,0,0,0,0,0,0,0,0
-5.71762,12.60168,0.06907003,-0.8287109,0.2066036,0.5201473,右薬指１,右小指０,右薬指０,右小指１,0.6653563,0.2838401,0.02923003,0.02157357,False,0,0,0,0,0,0,0,0,0
-5.699699,12.64906,0.07231004,-0.851449,0.4020506,0.3367341,右薬指１,右小指０,右小指１,操作中心,0.6365454,0.2754763,0.08797833,0,False,0,0,0,0,0,0,0,0,0
-5.69308,12.66474,0.09670004,-0.8009261,0.5987625,0.0009160787,右小指１,右小指０,右薬指１,操作中心,0.4290993,0.393221,0.1776798,0,False,0,0,0,0,0,0,0,0,0
-5.713039,12.60287,0.08083003,-0.9430639,0.3055942,-0.1313111,右小指１,右薬指１,右小指０,右薬指０,0.3709451,0.3618306,0.2511496,0.01607474,False,0,0,0,0,0,0,0,0,0
-5.73209,12.59227,0.05679004,-0.5779697,0.1859006,0.7946017,右薬指１,右薬指０,右小指０,右小指１,0.8284869,0.09491881,0.05477601,0.0218183,False,0,0,0,0,0,0,0,0,0
-5.716529,12.65212,0.04448004,-0.6500833,0.4235238,0.6308876,右薬指１,右薬指０,右小指０,右小指１,0.4843557,0.3936202,0.1118657,0.01015841,False,0,0,0,0,0,0,0,0,0
-5.739689,12.54544,0.05775004,-0.4801754,-0.03049991,0.876642,右薬指１,右小指１,右小指０,右薬指０,0.5621631,0.2455683,0.1114209,0.08084771,False,0,0,0,0,0,0,0,0,0
-5.72473,12.55198,0.06625003,-0.708389,-0.0114425,0.7057294,右小指１,右薬指１,右小指０,右薬指０,0.5099308,0.3398807,0.1475261,0.002662344,False,0,0,0,0,0,0,0,0,0
-5.718719,12.55129,0.07416003,-0.8389583,-0.02610143,0.5435693,右小指１,右薬指１,右小指０,操作中心,0.780108,0.1282703,0.09162164,0,False,0,0,0,0,0,0,0,0,0
-5.78666,12.61691,-0.3619699,-0.9501057,0.2352323,-0.2048538,右人指１,右中指１,右中指０,右人指０,0.3575656,0.3305785,0.1979954,0.1138606,False,0,0,0,0,0,0,0,0,0
-5.76792,12.67293,-0.3603599,-0.9012364,0.4207671,-0.103577,右中指０,右人指０,右人指１,右中指１,0.38988,0.2539783,0.2460473,0.1100944,False,0,0,0,0,0,0,0,0,0
-5.772779,12.68946,-0.3189699,-0.7639471,0.5482752,-0.3402633,右中指０,右中指１,右人指０,右人指１,0.5909815,0.2424395,0.08328953,0.08328953,False,0,0,0,0,0,0,0,0,0
-5.79645,12.61847,-0.3398399,-0.7528519,0.3057674,-0.5828552,右中指１,右中指０,右人指０,右人指１,0.644628,0.1533529,0.1448952,0.05712384,False,0,0,0,0,0,0,0,0,0
-5.788579,12.60713,-0.3841499,-0.8970228,0.212246,0.3876877,右人指１,右人指０,右中指１,右中指０,0.603175,0.2224112,0.09917355,0.07524025,False,0,0,0,0,0,0,0,0,0
-5.76932,12.68768,-0.4009999,-0.8120681,0.5467077,0.2040982,右人指０,右人指１,右中指０,右中指１,0.6651859,0.1735537,0.1530391,0.008221298,False,0,0,0,0,0,0,0,0,0
-5.793019,12.54118,-0.3817699,-0.9067438,0.01738858,0.4213232,右人指１,右中指１,右人指０,右中指０,0.7214825,0.1404959,0.1087428,0.0292788,False,0,0,0,0,0,0,0,0,0
-5.79435,12.55292,-0.3641,-0.9538509,0.06148179,-0.2939193,右人指１,右中指１,右中指０,右人指０,0.4820535,0.4285283,0.08290952,0.006508613,False,0,0,0,0,0,0,0,0,0
-5.806629,12.55961,-0.3461799,-0.7081223,0.08852288,-0.7005188,右中指１,右人指１,右中指０,操作中心,0.6942149,0.2038567,0.1019284,0,False,0,0,0,0,0,0,0,0,0
-5.793819,12.50511,-0.3667199,-0.9260914,-0.3412493,-0.1609455,右人指１,右中指１,右中指０,操作中心,0.536845,0.4545454,0.00860955,0,False,0,0,0,0,0,0,0,0,0
-5.79435,12.55292,-0.3641,-0.9538529,0.06147521,-0.293914,右人指１,右中指１,右中指０,右人指０,0.4820535,0.4285283,0.08290952,0.006508613,False,0,0,0,0,0,0,0,0,0
-5.806629,12.55961,-0.3461799,-0.7081267,0.08851617,-0.7005151,右中指１,右人指１,右中指０,操作中心,0.6942149,0.2038567,0.1019284,0,False,0,0,0,0,0,0,0,0,0
-5.80558,12.5134,-0.3445799,-0.6831567,-0.289587,-0.6704001,右中指１,右人指１,右中指０,操作中心,0.7599491,0.231405,0.008645901,0,False,0,0,0,0,0,0,0,0,0
-5.79224,12.49299,-0.3887599,-0.6591894,-0.4647702,0.5911497,右人指１,右中指１,右人指０,右中指０,0.8659288,0.08984945,0.04132231,0.002899471,False,0,0,0,0,0,0,0,0,0
-5.793019,12.54118,-0.3817699,-0.9067449,0.01737277,0.4213215,右人指１,右中指１,右人指０,右中指０,0.7214825,0.1404959,0.1087428,0.0292788,False,0,0,0,0,0,0,0,0,0
-5.773769,12.46596,-0.4065399,0.07735606,-0.9371888,0.3401371,右人指１,右人指０,右中指１,右中指０,0.8768263,0.107438,0.01180175,0.003933918,False,0,0,0,0,0,0,0,0,0
-5.772339,12.48131,-0.3686999,-0.2744801,-0.9485262,0.1579831,右人指１,右中指１,右人指０,右中指０,0.5041463,0.3966942,0.0711947,0.02796476,False,0,0,0,0,0,0,0,0,0
-5.78837,12.48372,-0.3317499,-0.1981512,-0.9202631,-0.3374196,右中指１,右人指１,右中指０,操作中心,0.8016529,0.152019,0.04632807,0,False,0,0,0,0,0,0,0,0,0
